nom,roadname,gestionnaire,parc_id,sens_aire,nature,core,double,amenageur,operateur,p_cum,p_max,id_station_itinerance,station_id
Le Haut-Clocher,,,1901,,aire de repos,False,,,,,,,
La Baie de Somme Est,,,1297,est,aire de service,False,,,,,,,
La Baie de Somme Ouest,,,1961,ouest,aire de service,False,,Ionity,Ionity,2243.0,350.0,FRIOYP9587367,11632
La Baie de Somme Ouest,,,1961,ouest,aire de service,False,,Tesla,Tesla,3750.0,150.0,FRTSLP3318,17444
,,,2323,,aire de service,False,,,,,,,
,,,2409,,aire de service,False,,,,,,,
Vignacourt Est,,,1895,est,aire de repos,False,,,,,,,
Vignacourt Ouest,,,1896,ouest,aire de repos,False,,,,,,,
La Vallée de la Selle Ouest,,,1884,ouest,aire de repos,False,,,,,,,
La Vallée de la Selle Est,,,1886,est,aire de repos,False,,,,,,,
Hardivillers Est,,,1292,est,aire de service,False,,,,,,,
Hardivillers Ouest,,,2022,ouest,aire de service,False,,TotalEnergies Marketing France,TotalEnergies Marketing France,1050.0,150.0,FRHPCPNF078218TOTEM,11064
Le Chêne Peuquet,,,1870,,aire de repos,False,,,,,,,
Le Grand Bois,,,1869,,aire de repos,False,,,,,,,
Moulin de Pierre,,,1887,,aire de repos,False,,,,,,,
Mare au Bois,,,1885,,aire de repos,False,,,,,,,
Croixrault Nord,,,1295,nord,aire de service,False,,,,,,,
Croixrault Sud,,,2023,sud,aire de service,False,,ENGIE Vianeo,ENGIE Vianeo,2422.0,300.0,FRVIAP102106,18109
,,,2324,,aire de service,False,,TotalEnergies Marketing France,TotalEnergies Marketing France,4050.0,300.0,FRHPCPNF078180,11055
,,,2422,,aire de service,False,,TotalEnergies Marketing France,TotalEnergies Marketing France,4650.0,300.0,FRHPCPNF080385,11172
Saint Martin aux Arbres Nord,,,1878,nord,aire de repos,False,,,,,,,
Saint Martin aux Arbres Sud,,,1879,sud,aire de repos,False,,,,,,,
Vallée d'Ecalles,,,1871,,aire de repos,False,,,,,,,
,,,2325,,aire de service,False,,Bump,Bump,960.0,240.0,FRBMPP636913P,6888
Vironvay sud,,,1964,sud,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,2650.0,300.0,FRHPCPNF080356TIERSTOTEM,11156
Vironvay nord,,,2223,nord,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,2500.0,300.0,FRHPCPNF080357TIERSTOTEMSA,11157
Bord nord,,,1851,nord,aire de repos,True,,,,,,,
Bord sud,,,1852,sud,aire de repos,True,,,,,,,
Grand Couronne,,,1290,,aire de service,False,,,,,,,
Bosgouet nord,,,1963,nord,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,1150.0,175.0,FRHPCPNF080261,11132
Bosgouet sud,,,2224,sud,aire de service,True,,Fastned France,Fastned France,2400.0,300.0,FRFASP11568743,10609
Domaine d'Harcourt,,,1847,,aire de repos,False,,Shell Recharge,Shell Recharge,1422.0,300.0,FRSHEP5233162,16588
Beauchêne Sud,,,1829,sud,aire de repos,True,,,,,,,
Beauchêne nord,,,1830,nord,aire de repos,True,,,,,,,
Douains Sud,,,1818,sud,aire de repos,True,,,,,,,
Douains nord,,,1819,nord,aire de repos,True,,,,,,,
La Villeneuve-en-Chevrie nord,,,1809,nord,aire de repos,True,,,,,,,
La Villeneuve-en-Chevrie sud,,,1810,sud,aire de repos,True,,,,,,,
Rosny-sur-Seine Sud,,,1965,sud,aire de service,True,,Fastned France,Fastned France,2400.0,300.0,FRFASP11568710,10591
Rosny-sur-Seine Nord,,,2209,nord,aire de service,True,,Ionity,Ionity,1543.0,350.0,FRIOYP9587204,11569
Morainvilliers sud,,,2014,sud,aire de service,True,,ENGIE Vianeo,ENGIE Vianeo,3622.0,300.0,FRVIAP102115,18118
Morainvilliers nord,,,2214,nord,aire de service,True,,ENGIE Vianeo,ENGIE Vianeo,3384.5,300.0,FRVIAP102114,18117
Epône Nord,,,1806,nord,aire de repos,True,,,,,,,
Epône Sud,,,1807,sud,aire de repos,True,,,,,,,
Lormaison Est,,,1848,est,aire de repos,False,,ENGIE Vianeo,ENGIE Vianeo,384.5,300.0,FRVIAP102111,18114
Lormaison Ouest,,,1846,ouest,aire de repos,False,,ENGIE Vianeo,ENGIE Vianeo,384.5,300.0,FRVIAP102112,18115
Auteuil,,,1861,,aire de repos,False,,,,,,,
Le Grand Courtil,,,1862,,aire de repos,False,,,,,,,
Attainville Nord,,,1287,nord,aire de service,True,,,,,,,
Attainville Sud,,,1288,sud,aire de service,True,,,,,,,
,,,2335,,aire de service,True,,,,,,,
A10 - LIMOURS BRIIS S/S FORGES,,COFIROUTE,2212,,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,5350.0,300.0,FRHPCPNF059788TOTEM,10998
A10 - LIMOURS JANVRY,,COFIROUTE,2010,,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,3900.0,300.0,FRHPCPNF080155TOTEM,11113
Saint Arnoult vers Paris,,,1785,,aire de repos,True,,,,,,,
Saint Arnoult vers Province,,,1786,,aire de repos,True,,bp Pulse,bp Pulse,6432.0,600.0,FRBPEP3EA040,6957
Chaudonnes,,,1783,,aire de repos,False,,,,,,,
Gourville,,,1784,,aire de repos,False,,,,,,,
Boutroux,,,1772,,aire de repos,True,,Allego,Allego,650.0,300.0,FRALLPGO800450,5522
Boutroux,,,1772,,aire de repos,True,,Allego,Allego,600.0,300.0,FRALLPGO800451,5523
Boutroux,,,1772,,aire de repos,True,,Allego,Allego,600.0,300.0,FRALLPGO800452,5524
Boutroux,,,1772,,aire de repos,True,,Allego,Allego,600.0,300.0,FRALLPGO800453,5525
Boutroux,,,1772,,aire de repos,True,,Allego,Allego,600.0,300.0,FRALLPGO800454,5526
Boutroux,,,1772,,aire de repos,True,,Allego,Allego,44.0,22.0,FRALLPGO800499,5555
Les Marnières,,,1773,,aire de repos,True,,,,,,,
Aire Mauregard,,,1730,,aire de repos,False,,,,,,,
Aire Teillay,,,1731,,aire de repos,False,,,,,,,
A10 - ORLEANS GIDY,,COFIROUTE,1968,,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,1150.0,175.0,FRHPCPNF080172TOTEM,11115
A10 - ORLEANS SARAN,,COFIROUTE,2181,,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,1150.0,175.0,FRHPCPNF059671TOTEM,10984
Bois de Bailly,,,1691,,aire de repos,False,,,,,,,
Bois du Télégraphe,,,1692,,aire de repos,False,,,,,,,
Aire de Bellevue,,,1700,,aire de repos,True,,,,,,,
A10 - MEUNG SUR LOIRE,,COFIROUTE,2172,,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,4500.0,300.0,FRHPCPNF080365TIERSTOTEM,11165
A10 - BEAUGENCY MESSAS,,COFIROUTE,1989,,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,5100.0,300.0,FRHPCPNF080364TOTEMTIERS,11164
Aire de Chauvry,,,1696,,aire de repos,True,,,,,,,
Héron Cendré,,,1734,,aire de repos,True,,,,,,,
La Dauneuse,,,1735,,aire de repos,True,,Allego,Allego,650.0,300.0,FRALLPGO800455,5527
La Dauneuse,,,1735,,aire de repos,True,,Allego,Allego,400.0,200.0,FRALLPGO800456,5528
La Dauneuse,,,1735,,aire de repos,True,,Allego,Allego,600.0,300.0,FRALLPGO800457,5529
La Dauneuse,,,1735,,aire de repos,True,,Allego,Allego,600.0,300.0,FRALLPGO800458,5530
La Dauneuse,,,1735,,aire de repos,True,,Allego,Allego,650.0,300.0,FRALLPGO800459,5531
La Dauneuse,,,1735,,aire de repos,True,,Allego,Allego,400.0,200.0,FRALLPGO800460,5532
La Dauneuse,,,1735,,aire de repos,True,,Allego,Allego,600.0,300.0,FRALLPGO800461,5533
La Dauneuse,,,1735,,aire de repos,True,,Allego,Allego,600.0,300.0,FRALLPGO800462,5534
La Dauneuse,,,1735,,aire de repos,True,,Allego,Allego,44.0,22.0,FRALLPGO800496,5552
La Dauneuse,,,1735,,aire de repos,True,,Allego,Allego,44.0,22.0,FRALLPGO800722,5612
A10 - PLAINES DE BEAUCE,,COFIROUTE,1967,,aire de service,True,,Ionity,Ionity,2100.0,350.0,FRIOYP9587443,11653
A10 - PLAINES DE BEAUCE,,COFIROUTE,1967,,aire de service,True,,Shell Recharge,Shell Recharge,94.0,50.0,FRSHEP4696231,16577
A10 - VAL NEUVY,,COFIROUTE,2180,,aire de service,True,,Ionity,Ionity,2100.0,350.0,FRIOYP9587465,11662
A10 - VAL NEUVY,,COFIROUTE,2180,,aire de service,True,,Shell Recharge,Shell Recharge,94.0,50.0,FRSHEP5099716,16581
Dix-Sept-Setiers,,,1764,,aire de repos,False,,,,,,,
La Poële Percée,,,1765,,aire de repos,False,,bp Pulse,bp Pulse,6032.0,600.0,FRBPEP3EA037,6954
A11 - BROU DAMPIERRE,,COFIROUTE,2173,,aire de service,False,,ENGIE Vianeo,ENGIE Vianeo,2250.5,300.0,FRVIAP103110,18132
A11 - MANOIRS DU PERCHE,,COFIROUTE,1969,,aire de service,False,,ENGIE Vianeo,ENGIE Vianeo,2306.5,300.0,FRVIAP104111,18149
La Charonnerie,,,1761,,aire de repos,False,,,,,,,
La Leu,,,1762,,aire de repos,False,,,,,,,
Charmes,,,1751,,aire de repos,False,,,,,,,
La Petite Jardinière,,,1752,,aire de repos,False,,,,,,,
Ver-lès-Chartres le Souchet,,,1770,,aire de repos,False,,bp pulse,bp pulse,7632.0,600.0,FRBPEP3EA041,6958
Ver-lès-Chartres les Moineaux,,,1771,,aire de repos,False,,,,,,,
A11 - CHARTRES GASVILLE,,COFIROUTE,1282,,aire de service,False,,,,,,,
Chartres-Bois-Paris Nord,,,1966,nord,aire de service,False,,Ionity,Ionity,1543.0,350.0,FRIOYP9587521,11681
Chartres-Gasville Sud,,,2171,sud,aire de service,False,,Ionity,Ionity,2243.0,350.0,FRIOYP9587115,11559
A11 - CHARTRES BOIS PARIS,,COFIROUTE,1281,,aire de service,False,,,,,,,
,,,2327,,aire de service,False,,,,,,,
,,,2402,,aire de service,False,,,,,,,
Dentelle d'Alençon Est,,,1280,est,aire de service,False,,,,,,,
Dentelle d'Alençon Ouest,,,1972,ouest,aire de service,False,,TotalEnergies Marketing France,TotalEnergies Marketing France,450.0,175.0,FRHPCPNF078556TOTEM,11080
Sées Est,,,1789,est,aire de repos,False,,,,,,,
Sources de l'Orne,,,1793,,aire de repos,False,,,,,,,
Sources de l'Orne,,,1792,,aire de repos,False,,,,,,,
Pays d'Argentan Ouest,,,1283,ouest,aire de service,False,,,,,,,
Pays d'Argentan Est,,,1973,est,aire de service,False,,Zunder,Zunder,2488.0,300.0,FRZUNP2771348324096144223,18937
A81 - LA MAYENNE,,COFIROUTE,1277,,aire de service,False,,Ionity,Ionity,4343.0,350.0,FRIOYP9587310,11600
Laval Le Coudray Sud,,,1974,sud,aire de service,False,,,,,,,
Loriolet,,,1724,,aire de repos,False,,,,,,,
Villeray,,,1725,,aire de repos,False,,,,,,,
A11 - PARCE SUR SARTHE EST,,ASF,2221,est,aire de service,False,,Ionity,Ionity,1543.0,350.0,FRIOYP9587362,11629
A11 - PARCE SUR SARTHE OUEST,,ASF,1979,ouest,aire de service,False,,Ionity,Ionity,1543.0,350.0,FRIOYP9587361,11628
A81 - LA VALLEE DE L'ERVE,,COFIROUTE,1975,,aire de service,False,,TotalEnergies Marketing France,TotalEnergies Marketing France,1300.0,300.0,FRHPCPNF080355TIERSTOTEM,11155
A81 - ST DENIS D'ORQUES,,COFIROUTE,1976,,aire de service,False,,ENGIE Vianeo,ENGIE Vianeo,2250.5,300.0,FRVIAP103113,18135
Pirmil Est,,,1701,est,aire de repos,False,,Allego,Allego,350.0,150.0,FRALLPGO800420,5506
Pirmil Est,,,1701,est,aire de repos,False,,Allego,Allego,600.0,300.0,FRALLPGO800421,5507
Pirmil Est,,,1701,est,aire de repos,False,,Allego,Allego,600.0,300.0,FRALLPGO800422,5508
Pirmil Est,,,1701,est,aire de repos,False,,Allego,Allego,600.0,300.0,FRALLPGO800423,5509
Pirmil Est,,,1701,est,aire de repos,False,,Allego,Allego,400.0,200.0,FRALLPGO800424,5510
Pirmil Est,,,1701,est,aire de repos,False,,Allego,Allego,44.0,22.0,FRALLPGO800718,5610
Pirmil Ouest,,,1702,ouest,aire de repos,False,,Allego,Allego,650.0,300.0,FRALLPGO800415,5501
Pirmil Ouest,,,1702,ouest,aire de repos,False,,Allego,Allego,400.0,200.0,FRALLPGO800416,5502
Pirmil Ouest,,,1702,ouest,aire de repos,False,,Allego,Allego,600.0,300.0,FRALLPGO800417,5503
Pirmil Ouest,,,1702,ouest,aire de repos,False,,Allego,Allego,600.0,300.0,FRALLPGO800418,5504
Pirmil Ouest,,,1702,ouest,aire de repos,False,,Allego,Allego,600.0,300.0,FRALLPGO800419,5505
Pirmil Ouest,,,1702,ouest,aire de repos,False,,Allego,Allego,44.0,22.0,FRALLPGO800706,5608
La Coire,,,1712,,aire de repos,False,,,,,,,
Les Gripperies,,,1713,,aire de repos,False,,,,,,,
Les Croiselles,,,1698,,aire de repos,False,,,,,,,
Les Perrières,,,1699,,aire de repos,False,,,,,,,
Pruillé Est,,,1711,est,aire de repos,False,,,,,,,
Pruillé Ouest,,,1714,ouest,aire de repos,False,,,,,,,
La Chevallerie,,,1718,,aire de repos,False,,,,,,,
La Landrière,,,1719,,aire de repos,False,,,,,,,
Joël Boisgard,,,1755,,aire de repos,False,,,,,,,
La Suzannerie,,,1756,,aire de repos,False,,,,,,,
A11 - SARTHE SARGE LE MANS NORD,,COFIROUTE,1276,nord,aire de service,False,,,,,,,
A11 - SARTHE SARGE LE MANS SUD,,COFIROUTE,1275,sud,aire de service,False,,TotalEnergies Marketing France,TotalEnergies Marketing France,1150.0,175.0,FRHPCPNF059902TOTEM,11002
La Sarthe-Sargé-Le Mans Nord,,,1977,nord,aire de service,False,,TotalEnergies Marketing France,TotalEnergies Marketing France,3250.0,300.0,FRHPCPNF080138TOTEM,11110
Sarthe-Sargé-Le Mans Sud,,,2217,sud,aire de service,False,,,,,,,
Haras de Maulepaire,,,1720,,aire de repos,False,,,,,,,
La Martinière,,,1721,,aire de repos,False,,,,,,,
La Charpenterie,,,1726,,aire de repos,False,,,,,,,
La Parnouette,,,1727,,aire de repos,False,,,,,,,
A11 - VILLAINES LA GONAIS,,COFIROUTE,2218,,aire de service,False,,Ionity,Ionity,3293.0,350.0,FRIOYP9587506,11675
Villaines-la-Gonais Sud,,,1278,sud,aire de service,False,,,,,,,
A11 - LA FERTE BERNARD,,COFIROUTE,1970,,aire de service,False,,Ionity,Ionity,1893.0,350.0,FRIOYP9587344,11620
Montmirail,,,1747,,aire de repos,False,,,,,,,
Théligny,,,1748,,aire de repos,False,,,,,,,
A28 - SARTHE TOURAINE,,COFIROUTE,1987,,aire de service,False,,Zunder,Zunder,494.0,200.0,FRZUNP195235985905172769,18934
Chantemerle,,,1664,,aire de repos,False,,,,,,,
La Renardière,,,1665,,aire de repos,False,,,,,,,
A10 - TOURS LONGUE VUE,,COFIROUTE,1986,,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,1150.0,175.0,FRHPCPNF059694TOTEM,10987
A10 - TOURS VAL DE LOIRE,,COFIROUTE,2179,,aire de service,True,,Ionity,Ionity,2100.0,350.0,FRIOYP9587478,11668
Aire de Moulin rouge,,,1632,,aire de repos,True,,,,,,,
Aire de Village Brulé,,,1633,,aire de repos,True,,,,,,,
A85 - LES JARDINS DE VILLANDRY,,COFIROUTE,1985,,aire de service,True,,CityFMET,SPIE CityNetworks,5858.0,300.0,FREVAP37099A,10246
Chouzé sur Loire,,,1627,,aire de repos,True,,,,,,,
Saint-Nicolas-de-Bourgueil,,,1628,,aire de repos,True,,,,,,,
Chapelle Saint Laud Est,,,1675,est,aire de repos,False,,,,,,,
Chapelle Saint Laud Ouest,,,1676,ouest,aire de repos,False,,,,,,,
A11 - PORTES D'ANGERS SUD,,COFIROUTE,1980,sud,aire de service,True,,Ionity,Ionity,2100.0,350.0,FRIOYP9587355,11624
A11 - PORTES D'ANGERS SUD,,COFIROUTE,1980,sud,aire de service,True,,Tesla,Tesla,5000.0,250.0,FRTSLP16456,17268
A11 - PORTES D'ANGERS NORD,,COFIROUTE,2219,nord,aire de service,True,,,,,,,
Bauné Est,,,1660,est,aire de repos,True,,,,,,,
Bauné Ouest,,,1661,ouest,aire de repos,True,,,,,,,
A85 - LONGUE LA COUAILLE,,COFIROUTE,2220,,aire de service,True,,Ionity,Ionity,1543.0,350.0,FRIOYP9587448,11656
A85 - LONGUE LES COSSONNIERES,,COFIROUTE,1978,,aire de service,True,,Ionity,Ionity,1543.0,350.0,FRIOYP9587422,11650
Maillé,,,1599,,aire de repos,True,,,,,,,
Nouâtre,,,1600,,aire de repos,True,,,,,,,
Sainte Maure de la Tourraine Ouest,,,1270,ouest,aire de service,True,,,,,,,
A10 - SAINTE MAURE DE TOURAINE,,COFIROUTE,2182,,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,1150.0,175.0,FRHPCPNF059736TOTEM,10992
A10 - FONTAINE COLETTE,,COFIROUTE,1984,,aire de service,True,,Ionity,Ionity,2243.0,350.0,FRIOYP9587558,11696
A10 - CHATELLERAULT ANTRAN,,COFIROUTE,2141,,aire de service,True,,ENGIE Vianeo,ENGIE Vianeo,2250.5,300.0,FRVIAP103111,18133
A10 - CHATELLERAULT USSEAU,,COFIROUTE,1982,,aire de service,True,,,,,,,
Chagnats,,,1588,,aire de repos,True,,,,,,,
Les Meuniers,,,1589,,aire de repos,True,,bp Pulse,bp Pulse,6464.0,600.0,FRBPEP3EA035,6952
A85 - VAL DE CHER,,COFIROUTE,1983,,aire de service,True,,Zunder,Zunder,10364.0,400.0,FRZUNP7329346578064027187,18947
Bois de Faix,,,1636,,aire de repos,True,,,,,,,
La Canarderie,,,1637,,aire de repos,True,,,,,,,
Courte Epée,,,1662,,aire de repos,True,,,,,,,
Picardière,,,1663,,aire de repos,True,,bp Pulse,bp Pulse,5432.0,600.0,FRBPEP3EA036,6953
Picardière,,,1663,,aire de repos,True,,bp Pulse,bp Pulse,5432.0,600.0,FRBPEP3EA039,6956
Bruères,,,1673,,aire de repos,True,,,,,,,
Chatière,,,1674,,aire de repos,True,,,,,,,
A10 - BLOIS MENARS,,COFIROUTE,2177,,aire de service,True,,Ionity,Ionity,3043.0,400.0,FRIOYP9587457,11657
A10 - BLOIS VILLERBON,,COFIROUTE,1988,,aire de service,True,,Ionity,Ionity,2243.0,350.0,FRIOYP9587435,11652
Brusolle,,,1689,,aire de repos,True,,,,,,,
Fougères,,,1690,,aire de repos,True,,,,,,,
A85 - ROMORANTIN,,COFIROUTE,1990,,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,1150.0,175.0,FRHPCPNF080056TOTEM,11101
Jarrier,,,1634,,aire de repos,True,,,,,,,
La Grange Rouge,,,1635,,aire de repos,True,,,,,,,
La Saulot,,,1652,,aire de repos,False,,,,,,,
Les Maremberts,,,1655,,aire de repos,False,,bp Pulse,bp Pulse,5432.0,600.0,FRBPEP3EA038,6955
A71 - LA FERTE ST AUBIN,,COFIROUTE,1993,,aire de service,False,,ENGIE Vianeo,ENGIE Vianeo,2250.5,300.0,FRVIAP103112,18134
A71 - CHAUMONT SUR THARONNE,,COFIROUTE,2175,,aire de service,False,,Plenitude On The Road,Plenitude On The Road,5322.0,300.0,FRPLNP10182942,14820
L'Etang du Maras,,,1668,,aire de repos,False,,,,,,,
La Briganderie,,,1667,,aire de repos,False,,bp Pulse,bp Pulse,3632.0,600.0,FRBPEP3EA033,6950
A71 - SALBRIS LA LOGE,,COFIROUTE,2174,,aire de service,False,,,,,,,
A71 - SALBRIS THEILLAY,,COFIROUTE,1992,,aire de service,False,,,,,,,
Bois des Dames,,,1601,,aire de repos,True,,,,,,,
A71 - BOURGES MARMAGNE,,COFIROUTE,1991,,aire de service,True,,Zunder,Zunder,10188.0,400.0,FRZUNP1615743645321921749,18933
A71 - BOURGES STE THORETTE,,COFIROUTE,2176,,aire de service,True,,Ionity,Ionity,1643.0,350.0,FRIOYP9587562,11697
La Chaussée de César,,,1614,,aire de repos,True,,Allego,Allego,650.0,300.0,FRALLPGO800463,5535
La Chaussée de César,,,1614,,aire de repos,True,,Allego,Allego,400.0,200.0,FRALLPGO800464,5536
La Chaussée de César,,,1614,,aire de repos,True,,Allego,Allego,600.0,300.0,FRALLPGO800465,5537
La Chaussée de César,,,1614,,aire de repos,True,,Allego,Allego,600.0,300.0,FRALLPGO800466,5538
La Chaussée de César,,,1614,,aire de repos,True,,Allego,Allego,600.0,300.0,FRALLPGO800467,5539
La Chaussée de César,,,1614,,aire de repos,True,,Allego,Allego,650.0,300.0,FRALLPGO800468,5540
La Chaussée de César,,,1614,,aire de repos,True,,Allego,Allego,400.0,200.0,FRALLPGO800469,5541
La Chaussée de César,,,1614,,aire de repos,True,,Allego,Allego,600.0,300.0,FRALLPGO800470,5542
La Chaussée de César,,,1614,,aire de repos,True,,Allego,Allego,600.0,300.0,FRALLPGO800471,5543
La Chaussée de César,,,1614,,aire de repos,True,,Allego,Allego,600.0,300.0,FRALLPGO800472,5544
La Chaussée de César,,,1614,,aire de repos,True,,Allego,Allego,44.0,22.0,FRALLPGO800497,5553
La Chaussée de César,,,1614,,aire de repos,True,,Allego,Allego,44.0,22.0,FRALLPGO800498,5554
Les Croquettes,,,1615,,aire de repos,True,,,,,,,
,,,2329,,aire de service,False,,,,,,,
Gite aux Loups,,,1594,,aire de repos,True,,,,,,,
Centre de la France-Bruère / Bruère Allichamp Est,,,2099,est,aire de service,True,,Ionity,Ionity,1543.0,350.0,FRIOYP9587393,11636
Centre de la France-Bruère / Bruère Allichamp Est,,,2099,est,aire de service,True,,Ionity,Ionity,1543.0,350.0,FRIOYP9587395,11638
Centre de la France-Farges / Farges Allichamp Ouest,,,2178,ouest,aire de service,True,,,,,,,
,,,2375,,aire de service,False,,,,,,,
,,,2330,,aire de service,False,,,,,,,
Pougues-les-Eaux,,,1611,,aire de repos,False,,,,,,,
La Marche,,,1619,,aire de repos,False,,,,,,,
Pouilly-sur-Loire,,,1626,,aire de repos,False,,,,,,,
Le Gyngko,,,1680,,aire de repos,False,,,,,,,
Le Tulipier,,,1681,,aire de repos,False,,,,,,,
Le Caule,,,1658,,aire de repos,False,,,,,,,
Le Sequoïa,,,1659,,aire de repos,False,,,,,,,
Pouilly-sur-Loire,,,1631,,aire de repos,False,,,,,,,
Les Vignobles Est,,,1271,est,aire de service,False,,,,,,,
Les Vignobles Ouest,,,1994,ouest,aire de service,False,,TotalEnergies Marketing France,TotalEnergies Marketing France,1150.0,175.0,FRHPCPNF078333,11073
Venoy Grosse Pierre Est,,,1998,est,aire de service,True,,ENGIE Vianeo,ENGIE Vianeo,4872.0,300.0,FRVIAP101114,18101
Venoy Grosse Pierre Est,,,1998,est,aire de service,True,,ENGIE Vianeo,ENGIE Vianeo,1600.0,400.0,FRVIAP111103,18155
Venoy Soleil Levant Ouest,,,2169,ouest,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,1150.0,175.0,FRHPCPNF058911TOTEM,10943
Venoy Soleil Levant Ouest,,,2169,ouest,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,600.0,50.0,FRHPCPTEMP001,11179
La Grosse Tour,,,1688,,aire de repos,True,,,,,,,
Le Buisson Rond,,,1687,,aire de repos,True,,,,,,,
Chevreuil,,,1684,,aire de repos,True,,,,,,,
La Couée,,,1679,,aire de repos,True,,,,,,,
Hervaux,,,1671,,aire de repos,True,,,,,,,
Montmorency,,,1672,,aire de repos,True,,,,,,,
Chaignot,,,1622,,aire de repos,True,,,,,,,
La Repotte,,,1623,,aire de repos,True,,,,,,,
La Garenne,,,1618,,aire de repos,True,,,,,,,
Bois des Corbeaux,,,1606,,aire de repos,True,,,,,,,
Creux Moreau,,,1995,,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,2100.0,300.0,FRHPCPNF080339TIERSTOTEM,11140
La Forêt,,,2166,,aire de service,True,,ENGIE Vianeo,ENGIE Vianeo,2472.0,300.0,FRVIAP101110,18097
La Forêt,,,2166,,aire de service,True,,ENGIE Vianeo,ENGIE Vianeo,1000.0,400.0,FRVIAP111105,18157
La Loyère,,,1590,,aire de repos,True,,,,,,,
Le Curney,,,1591,,aire de repos,True,,,,,,,
Beaune Merceuil Est,,,2055,est,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,50.0,50.0,FRHPCPNF080041,11094
Beaune Merceuil Est,,,2055,est,aire de service,True,,ENGIE Vianeo,ENGIE Vianeo,4872.0,300.0,FRVIAP101102,18089
Beaune Merceuil Est,,,2055,est,aire de service,True,,ENGIE Vianeo,ENGIE Vianeo,1000.0,400.0,FRVIAP111104,18156
Beaune Tailly Ouest,,,2159,ouest,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,1150.0,175.0,FRHPCPNF059042TOTEM,10952
Jura Ouest,,,1269,ouest,aire de service,False,,,,,,,
Jura Est,,,2056,est,aire de service,False,,Ionity,Ionity,3843.0,400.0,FRIOYP9587554,11694
Jura Est,,,2056,est,aire de service,False,,Tesla,Tesla,3000.0,250.0,FRTSLP21027,17324
Les Noues,,,1607,,aire de repos,True,,,,,,,
St Jean de Losne,,,1608,,aire de repos,True,,,,,,,
La Vouivre,,,1595,,aire de repos,False,,,,,,,
Louis Pasteur,,,1596,,aire de repos,False,,,,,,,
Bois des Potets,,,1612,,aire de repos,True,,,,,,,
Sampans,,,1613,,aire de repos,True,,,,,,,
Pont Val de Saône Ouest,,,2052,ouest,aire de service,False,,Fastned France,Fastned France,2800.0,400.0,FRFASP11568652,10580
Pont Chêne d'Argent Est,,,2163,est,aire de service,False,,Fastned France,Fastned France,2800.0,400.0,FRFASP11568654,10581
Beire le Fort,,,1624,,aire de repos,False,,,,,,,
Bois Défendu,,,1625,,aire de repos,False,,,,,,,
Gevrey Chambertin Ouest,,,2053,ouest,aire de service,True,,Fastned France,Fastned France,2400.0,300.0,FRFASP11568649,10578
Gevrey Chambertin Est,,,2164,est,aire de service,True,,Ionity,Ionity,3543.0,400.0,FRIOYP9587228,11575
Boncourt le Bois,,,1617,,aire de repos,True,,,,,,,
Flagey Echezeaux,,,1616,,aire de repos,True,,,,,,,
Glanon Sud,,,2054,sud,aire de service,True,,Ionity,Ionity,1543.0,350.0,FRIOYP9587391,11635
Bois Guillerot Nord,,,2165,nord,aire de service,True,,Ionity,Ionity,1543.0,350.0,FRIOYP9587531,11687
Argilly,,,1602,,aire de repos,True,,,,,,,
Villy  le  Moutier,,,1603,,aire de repos,True,,,,,,,
Serrigny,,,1610,,aire de repos,True,,,,,,,
Corgoloin,,,1609,,aire de repos,True,,,,,,,
Savigny,,,1604,,aire de repos,True,,,,,,,
Rossignol,,,1605,,aire de repos,True,,,,,,,
Dijon-Spoy Ouest,,,2051,ouest,aire de service,True,,CityFMET,SPIE CityNetworks,2783.0,300.0,FREVAP21111A,10224
Dijon-Spoy Ouest,,,2051,ouest,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,143.0,50.0,FRHPCPNF080042,11095
Dijon - Brognon Est,,,2161,est,aire de service,True,,CityFMET,SPIE CityNetworks,2021.0,300.0,FREVAP21111B,10225
La Tille,,,1638,,aire de repos,True,,,,,,,
Pré d'azur,,,1639,,aire de repos,True,,,,,,,
Sainte Gertrude,,,1669,,aire de repos,True,,,,,,,
Villa des Thuillières,,,1670,,aire de repos,True,,,,,,,
Combe Suzon,,,1682,,aire de repos,True,,,,,,,
Fontenelle,,,1683,,aire de repos,True,,,,,,,
