,id_station_itinerance,month,energy
1506,FRTSLP5671,3,1131.3799999999999
1507,FRTSLP5671,4,75610.965
1508,FRTSLP5671,5,86188.561
1509,FRTSLP5671,6,93235.736
1510,FRTSLP5671,7,122797.498
1511,FRTSLP5671,8,108824.847
1512,FRTSLP5671,9,62703.6528
1513,FRTSLP5673,3,1966.087
1514,FRTSLP5673,4,145503.77
1515,FRTSLP5673,5,125025.564
1516,FRTSLP5673,6,140429.743
1517,FRTSLP5673,7,234654.292
1518,FRTSLP5673,8,168170.989
1519,FRTSLP5673,9,91409.6784
1520,FRTSLP5674,5,13879.509
1521,FRTSLP5674,6,46504.062
1522,FRTSLP5674,7,72170.738
1523,FRTSLP5674,8,76810.023
1524,FRTSLP5674,9,44140.4699
1525,FRTSLP5675,3,507.562
1526,FRTSLP5675,4,43701.242
1527,FRTSLP5675,5,38522.22
1528,FRTSLP5675,6,44370.798
1529,FRTSLP5675,7,86889.742
1530,FRTSLP5675,8,112114.907
1531,FRTSLP5675,9,39340.4163
1532,FRTSLP59510,3,434.807
1533,FRTSLP59510,4,24980.916
1534,FRTSLP59510,5,26260.897
1535,FRTSLP59510,6,28954.416
1536,FRTSLP59510,7,41401.994
1537,FRTSLP59510,8,52915.82
1538,FRTSLP59510,9,23890.8016
1539,FRTSLP6308,3,1664.26
1540,FRTSLP6308,4,72176.994
1541,FRTSLP6308,5,72659.18
1542,FRTSLP6308,6,76873.035
1543,FRTSLP6308,7,78841.965
1544,FRTSLP6308,8,70359.773
1545,FRTSLP6308,9,69752.3733
1546,FRTSLP6431,3,1091.03
1547,FRTSLP6431,4,49074.557
1548,FRTSLP6431,5,12892.445
1549,FRTSLP6431,6,19704.616
1550,FRTSLP6431,7,108094.669
1551,FRTSLP6431,8,131846.359
1552,FRTSLP6431,9,47166.0299
1553,FRTSLP6462,3,1482.663
1554,FRTSLP6462,4,70679.981
1555,FRTSLP6462,5,58202.675
1556,FRTSLP6462,6,72135.295
1557,FRTSLP6462,7,113682.559
1558,FRTSLP6462,8,81082.633
1559,FRTSLP6462,9,49751.8719
1560,FRTSLP7137,3,540.083
1561,FRTSLP7137,4,15625.339
1562,FRTSLP7137,5,5641.017
1563,FRTSLP7137,6,7204.783
1564,FRTSLP7137,7,17244.465
1565,FRTSLP7137,8,20001.302
1566,FRTSLP7137,9,6104.6263
1567,FRTSLP7138,3,691.69
1568,FRTSLP7138,4,50188.465
1569,FRTSLP7138,5,45156.578
1570,FRTSLP7138,6,50040.749
1571,FRTSLP7138,7,92392.663
1572,FRTSLP7138,8,110881.328
1573,FRTSLP7138,9,42818.3087
1574,FRTSLP7139,3,639.304
1575,FRTSLP7139,4,52051.127
1576,FRTSLP7139,5,46372.967
1577,FRTSLP7139,6,47094.072
1578,FRTSLP7139,7,77407.983
1579,FRTSLP7139,8,95557.468
1580,FRTSLP7139,9,38139.052
1581,FRTSLP7320,3,716.428
1582,FRTSLP7320,4,65409.732
1583,FRTSLP7320,5,60928.112
1584,FRTSLP7320,6,61801.815
1585,FRTSLP7320,7,84238.145
1586,FRTSLP7320,8,103562.973
1587,FRTSLP7320,9,48921.7554
1588,FRTSLP7322,3,844.239
1589,FRTSLP7322,4,51634.107
1590,FRTSLP7322,5,51184.311
1591,FRTSLP7322,6,55647.147
1592,FRTSLP7322,7,100103.056
1593,FRTSLP7322,8,84783.018
1594,FRTSLP7322,9,26791.4354
1595,FRTSLP9507,3,7017.318
1596,FRTSLP9507,4,354871.179
1597,FRTSLP9507,5,407121.8298
1598,FRTSLP9507,6,428042.4508
1599,FRTSLP9507,7,446495.8649
1600,FRTSLP9507,8,423875.0512
1601,FRTSLP9507,9,427764.3311
