objetID,dateRefere,route,pr,depPr,concession,abs,cumul,x,y,z,cote,voie,accrochage,dateMES,nom,No,nbBretelle,nature,nature_lib,forme,forme_lib,fonction,commentair,sectionnem,sectionn_1
EchA0071Pr209,2025-01-01,A0071,209,18,C,780.0,111974.0,649869.09,6660502.19,0.0,I,0,ACCROCHE,1987-01-01,Bourges,7,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,18,APRR
EchA0071Pr251,2025-01-01,A0071,251,18,C,230.0,153424.0,658376.26,6624445.02,0.0,I,0,ACCROCHE,1987-01-01,St.Amand-Montrond,8,4,DIFFUSEUR,Diffuseur,,,T,,18,APRR
EchA0071Pr280,2025-01-01,A0071,280,03,C,430.0,182624.0,671665.29,6601144.33,0.0,I,0,ACCROCHE,1987-01-01,Foret de Tron?ais,9,4,DIFFUSEUR,Diffuseur,,,T,,03,APRR
EchA0071Pr294,2025-01-01,A0071,294,03,C,873.0,197067.0,678064.22,6588697.03,0.0,I,0,ACCROCHE,1987-01-01,Noeud de Montlu?on,,2,BIFURCATION,N?ud autoroutier (Bifurcation),,,T,,03,APRR
EchA0071Pr317,2025-01-01,A0071,317,03,C,960.0,220154.0,697483.96,6581096.24,0.0,I,0,ACCROCHE,1987-01-01,Montmarault,11,4,DIFFUSEUR,Diffuseur,,,T,,03,APRR
EchA0071Pr350,2025-01-01,A0071,350,03,C,320.0,252514.0,710616.16,6555059.22,0.0,I,0,ACCROCHE,1987-01-01,Noeud de Gannat,,2,BIFURCATION,N?ud autoroutier (Bifurcation),,,T,,03,APRR
EchA0071Pr362,2025-01-01,A0071,362,63,C,40.0,264234.0,708439.78,6544052.96,0.0,I,0,ACCROCHE,1987-01-01,Combronde,12.1,4,DIFFUSEUR,Diffuseur,,,T,,63,APRR
EchA0071Pr364,2025-01-01,A0071,364,63,C,790.0,266984.0,707782.22,6541452.33,0.0,I,0,ACCROCHE,1987-01-01,A71/A89,,2,BIFURCATION,N?ud autoroutier (Bifurcation),,,T,,63,APRR
EchA0071Pr374,2025-01-01,A0071,374,63,C,880.0,277074.0,711915.86,6532855.0,0.0,I,0,ACCROCHE,1987-01-01,Riom,13,4,DIFFUSEUR,Diffuseur,,,T,,63,APRR
EchA0071Pr380,2025-01-01,A0071,380,63,C,940.0,283134.0,712468.95,6526833.05,0.0,I,0,ACCROCHE,1987-01-01,Gerzat,14,4,DIFFUSEUR,Diffuseur,,,F,,63,APRR
EchA0071Pr384,2025-01-01,A0071,384,63,C,810.0,287004.0,711781.22,6523043.35,0.0,I,0,ACCROCHE,1987-01-01,A71-A710W,,3,BIFURCATION,N?ud autoroutier (Bifurcation),,,F,,63,APRR
EchA0071Pr387,2025-01-01,A0071,387,63,C,430.0,289624.0,711083.21,6520532.2,0.0,I,0,ACCROCHE,1987-01-01,Le Brezet,16,4,DIFFUSEUR,Diffuseur,,,T,,63,APRR
EchA0071Pr388,2025-01-01,A0071,388,63,C,540.0,290734.0,710910.1,6519461.32,0.0,I,0,ACCROCHE,1987-01-01,A71/A711,,2,BIFURCATION,N?ud autoroutier (Bifurcation),,,F,,63,APRR
EchangeurA0072Pr0,2025-01-01,A0072,85,42,C,-50.0,350.0,786607.21,6524693.73,0.0,I,0,ACCROCHE,,Bifurcation de Nervieux,,4,BIFURCATION,N?ud autoroutier (Bifurcation),TROMPETTE,Trompette,T,,42,ASF
EchangeurA0072Pr95,2025-01-01,A0072,95,42,C,506.0,10906.0,791957.24,6515716.62,0.0,I,0,ACCROCHE,,Feurs,6,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,42,ASF
EchangeurA0072Pr107,2025-01-01,A0072,107,42,C,642.0,23042.0,792755.65,6505010.01,0.0,I,0,ACCROCHE,,Montbrison,7,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,42,ASF
EchangeurA0072Pr120,2025-01-01,A0072,120,42,C,945.0,36345.0,799633.3,6494504.06,0.0,I,0,ACCROCHE,,Andrezieux,8,2,DIFFUSEUR,Diffuseur,LOSANGE,Losange,F,,42,ASF
EchangeurA0072Pr122,2025-01-01,A0072,122,42,C,440.0,37840.0,800279.26,6493163.85,0.0,I,0,ACCROCHE,,Roanne,8a,1,DIFFUSEUR,Diffuseur,LOSANGE,Losange,F,,42,ASF
EchangeurA0072Pr123,2025-01-01,A0072,0,42,N,0.0,38919.0,811900.87,6482742.87,0.0,I,0,ACCROCHE,,Saint Juste Rambert,9,1,DIFFUSEUR,Diffuseur,LOSANGE,Losange,F,,42,DIRCE
EchA0075Pr384,2025-01-01,A0075,0,63,C,0.0,0.0,710907.02,6519435.51,0.0,I,0,ACCROCHE,,Clermont-Nord,15,4,DIFFUSEUR,Diffuseur,,,T,,63,APRR
EchA0075Pr1,2025-01-01,A0075,1,63,C,655.0,1639.0,710852.41,6517831.6,0.0,I,0,ACCROCHE,,Pardieu,1,4,DIFFUSEUR,Diffuseur,,,T,,63,APRR
EchA0075Pr3,2025-01-01,A0075,3,63,C,515.0,3543.0,711304.47,6515950.99,0.0,I,0,ACCROCHE,,Aubieres 1,2,2,DIFFUSEUR,Diffuseur,,,T,,63,APRR
EchA0075Pr3,2025-01-01,A0075,3,63,C,730.0,3758.0,711384.88,6515720.06,0.0,I,0,ACCROCHE,,Aubieres 2,2,2,DIFFUSEUR,Diffuseur,,,T,,63,APRR
EchA0075Pr4,2025-01-01,A0075,4,63,C,600.0,4495.0,711841.53,6515121.86,0.0,I,0,ACCROCHE,,Aubieres 3,2,1,DIFFUSEUR,Diffuseur,,,T,,63,APRR
EchA0075Pr4,2025-01-01,A0075,4,63,C,810.0,4705.0,711925.83,6514928.51,0.0,I,0,ACCROCHE,,Cournon,3,4,DIFFUSEUR,Diffuseur,,,T,,63,APRR
EchA0075Pr6,2025-01-01,A0075,6,63,C,210.0,6142.0,712004.3,6513581.26,0.0,I,0,ACCROCHE,,Orcet,4,4,DIFFUSEUR,Diffuseur,,,T,,63,APRR
EchA0075Pr9,2025-01-01,A0075,9,63,C,970.0,10044.0,711532.73,6509911.66,0.0,I,0,ACCROCHE,,La Jonchere,5,2,DIFFUSEUR,Diffuseur,,,T,,63,APRR
EchangeurA0075Pr332,2025-01-01,A0075,332,34,C,400.0,333657.0,722766.92,6249835.77,0.0,I,0,ACCROCHE,,Beziers Sud Est,64,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,34,ASF
EchangeurA0075Pr333,2025-01-01,A0075,333,34,C,930.0,335187.0,723975.67,6248931.49,0.0,I,0,ACCROCHE,,Bifurcation A9/A75,,4,BIFURCATION,N?ud autoroutier (Bifurcation),TROMPETTE,Trompette,T,,34,ASF
EchA0077Pr0,2025-01-01,A0077,0,77,C,0.0,0.0,682581.83,6791477.52,0.0,I,0,ACCROCHE,1972-01-01,Noeud du Puys,,0,BIFURCATION,N?ud autoroutier (Bifurcation),,,F,,77,APRR
EchA0077Pr6,2025-01-01,A0077,6,77,C,90.0,5347.0,682651.69,6785815.78,0.0,I,0,ACCROCHE,1972-01-01,Dordives,17,4,DIFFUSEUR,Diffuseur,,,T,,77,APRR
EchA0077Pr20,2025-01-01,A0077,20,45,C,870.0,20074.0,675523.1,6773377.79,0.0,I,0,ACCROCHE,1999-01-01,ARCOUR,,0,BIFURCATION,N?ud autoroutier (Bifurcation),,,T,,45,APRR
EchA0077Pr28,2025-01-01,A0077,28,45,C,110.0,27314.0,675851.28,6766256.87,0.0,I,0,ACCROCHE,1999-01-01,Le Tourneau,18,4,DIFFUSEUR,Diffuseur,,,T,,45,APRR
EchA0077Pr44,2025-01-01,A0077,44,45,C,100.0,43304.0,676906.9,6750655.9,0.0,I,0,ACCROCHE,1999-01-01,Varennes-Changy,18.1,2,DIFFUSEUR,Diffuseur,,,T,,45,APRR
EchA0077Pr54,2025-01-01,A0077,54,45,C,450.0,53654.0,678681.54,6740783.76,0.0,I,0,ACCROCHE,1999-01-01,Boismorand,19,4,DIFFUSEUR,Diffuseur,,,T,,45,APRR
EchA0077Pr67,2025-01-01,A0077,67,45,C,620.0,66824.0,681210.06,6728291.54,0.0,I,0,ACCROCHE,1999-01-01,Briare,20,4,DIFFUSEUR,Diffuseur,,,T,,45,APRR
EchA0077Pr81,2025-01-01,A0077,81,45,C,20.0,80224.0,690600.55,6718998.04,0.0,I,0,ACCROCHE,2000-01-01,Bonny-sur-Loire,21,4,DIFFUSEUR,Diffuseur,,,T,,45,APRR
EchA0077Pr97,2025-01-01,A0077,97,58,C,950.0,97154.0,695389.47,6703605.64,0.0,I,0,ACCROCHE,2000-01-01,Cosne-Nord,22,4,DIFFUSEUR,Diffuseur,,,T,,58,APRR
EchA0077Pr99,2025-01-01,A0077,99,58,C,970.0,99174.0,695943.05,6701676.71,0.0,I,0,ACCROCHE,2000-01-01,Cosne-Centre,22.1,2,DIFFUSEUR,Diffuseur,,,T,,58,APRR
EchA0081Pr175,2025-01-01,A0081,175,72,C,30.0,769.0,486812.82,6774840.95,0.0,I,0,ACCROCHE,1980-03-14,Bifurcation A11 - A81,,4,BIFURCATION,N?ud autoroutier (Bifurcation),AUTRE,Autres formes,T,,72,COFIROUTE
EchA0081Pr202,2025-01-01,A0081,202,72,C,347.0,28167.0,460405.73,6772141.86,0.0,I,0,ACCROCHE,1980-03-14,Joue-en-Charnie,1,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,72,COFIROUTE
EchA0081Pr224,2025-01-01,A0081,224,53,C,17.0,49826.0,440584.12,6778620.22,0.0,I,0,ACCROCHE,1980-10-24,Evron,2,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,53,COFIROUTE
EchA0081Pr244,2025-01-01,A0081,244,53,C,31.0,69846.0,421944.03,6784877.69,0.0,I,0,ACCROCHE,1980-10-24,Laval Est,3,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,53,COFIROUTE
EchA0081Pr251,2025-01-01,A0081,251,53,C,582.0,77402.0,414824.76,6785501.57,0.0,I,0,ACCROCHE,1980-10-24,Laval Ouest,4,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,53,COFIROUTE
EchA0081Pr267,2025-01-01,A0081,267,53,C,917.0,93714.0,399552.54,6783518.72,0.0,I,0,ACCROCHE,1980-10-24,La Gravelle,5,3,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,F,,53,COFIROUTE
EchangeurA0083Pr0,2025-01-01,A0083,0,44,C,120.0,5095.0,358531.12,6679931.15,0.0,I,0,ACCROCHE,,La Cour-Neuve,2,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,,44,ASF
EchangeurA0083Pr8,2025-01-01,A0083,8,44,C,643.0,13618.0,363418.5,6673032.15,0.0,I,0,ACCROCHE,,Aigrefeuille,3,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,44,ASF
EchangeurA0083Pr22,2025-01-01,A0083,22,85,C,632.0,27607.0,368796.54,6660319.94,0.0,I,0,ACCROCHE,,Montaigu,4,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,85,ASF
EchangeurA0083Pr43,2025-01-01,A0083,43,85,C,990.0,48965.0,379258.63,6642787.91,0.0,I,0,ACCROCHE,,Bifurcation A83/A87,,8,BIFURCATION,N?ud autoroutier (Bifurcation),TREFLE,Tr?fle,T,,85,ASF
EchangeurA0083Pr45,2025-01-01,A0083,45,85,C,930.0,50905.0,379870.18,6640952.12,0.0,I,0,ACCROCHE,,Les Essarts,5,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,85,ASF
EchangeurA0083Pr65,2025-01-01,A0083,65,85,C,25.0,70000.0,382769.46,6622549.66,0.0,I,0,ACCROCHE,,Bournezeau (Chantonnay),6,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,85,ASF
EchangeurA0083Pr76,2025-01-01,A0083,76,85,C,670.0,81645.0,387568.56,6612156.22,0.0,I,0,ACCROCHE,,Sainte-Hermine,7,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,85,ASF
EchangeurA0083Pr94,2025-01-01,A0083,94,85,C,255.0,99230.0,402214.69,6602861.43,0.0,I,0,ACCROCHE,,Fontenay-le-Comte Ouest,7.1,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,85,ASF
EchangeurA0083Pr100,2025-01-01,A0083,100,85,C,34.0,105009.0,406907.8,6599668.17,0.0,I,0,ACCROCHE,,Fontenay-le-Comte,8,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,85,ASF
EchangeurA0083Pr113,2025-01-01,A0083,113,85,C,636.0,118611.0,419112.29,6594389.35,0.0,I,0,ACCROCHE,,Oulmes (Niort Ouest),9,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,85,ASF
EchangeurA0083Pr134,2025-01-01,A0083,134,79,C,786.0,139761.0,439068.34,6596160.87,0.0,I,0,ACCROCHE,,Echire (Niort Nord),10,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,79,ASF
EchangeurA0083Pr142,2025-01-01,A0083,142,79,C,933.0,147908.0,443450.87,6589364.53,0.0,I,0,ACCROCHE,,La Creche (Niort Est),11,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,79,ASF
EchangeurA0083Pr146,2025-01-01,A0083,146,79,C,140.0,151115.0,446284.24,6588117.5,0.0,I,0,ACCROCHE,,Bifurcation A10/A83,,4,BIFURCATION,N?ud autoroutier (Bifurcation),TROMPETTE,Trompette,T,,79,ASF
EchA0085Pr0,2025-01-01,A0085,0,49,C,0.0,0.0,448793.35,6721110.98,0.0,I,0,ACCROCHE,1997-01-10,Bifurcation A11 - A85,,4,BIFURCATION,N?ud autoroutier (Bifurcation),AUTRE,Autres formes,T,,49,COFIROUTE
EchA0085Pr14,2025-01-01,A0085,14,49,C,829.0,14125.0,459638.79,6712840.95,0.0,I,0,ACCROCHE,1997-01-10,Beaufort-en-Vallee,1,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,49,COFIROUTE
EchA0085Pr24,2025-01-01,A0085,24,49,C,579.0,23856.0,464713.48,6705092.42,0.0,I,0,ACCROCHE,1997-01-10,Longue-Jumelles,2,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,49,COFIROUTE
EchA0085Pr37,2025-01-01,A0085,37,49,C,555.0,36809.0,470784.97,6694637.25,0.0,I,0,ACCROCHE,1997-01-10,Saumur,3,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,49,COFIROUTE
EchA0085Pr55,2025-01-01,A0085,55,37,C,165.0,54400.0,485827.6,6687887.72,0.0,I,0,ACCROCHE,1997-10-01,Bourgueil,5,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,37,COFIROUTE
EchA0085Pr80,2025-01-01,A0085,80,37,C,680.0,79915.0,507188.18,6695717.78,0.0,I,0,ACCROCHE,2007-01-29,Langeais,7,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,37,COFIROUTE
EchA0085Pr83,2025-01-01,A0085,83,37,C,129.0,82370.0,509498.25,6694809.35,0.0,I,0,ACCROCHE,2003-04-28,Villandry,8,4,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,,37,COFIROUTE
EchA0085Pr89,2025-01-01,A0085,89,37,C,516.0,88766.0,514887.39,6692000.74,0.0,I,0,ACCROCHE,2003-04-28,Azay-Le-Rideau,9,4,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,,37,COFIROUTE
EchA0085Pr100,2025-01-01,A0085,100,37,C,439.0,99686.0,525656.95,6691653.15,0.0,I,0,ACCROCHE,2007-12-18,Bifurcation A10 - A85,,10,BIFURCATION,N?ud autoroutier (Bifurcation),AUTRE,Autres formes,T,,37,COFIROUTE
EchA0085Pr108,2025-01-01,A0085,108,37,C,956.0,108205.0,533918.14,6692121.68,0.0,I,0,ACCROCHE,2007-12-18,Esvres,10,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,37,COFIROUTE
EchA0085Pr122,2025-01-01,A0085,122,37,C,736.0,121989.0,547385.32,6689568.35,0.0,I,0,ACCROCHE,2007-12-18,Blere,11,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,37,COFIROUTE
EchA0085Pr152,2025-01-01,A0085,152,41,C,138.0,151378.0,575835.27,6690767.69,0.0,I,0,ACCROCHE,2003-12-12,Saint-Romain-sur-Cher,12,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,41,COFIROUTE
EchA0085Pr163,2025-01-01,A0085,163,41,C,317.0,162557.0,586688.89,6693070.06,0.0,I,0,ACCROCHE,2003-12-12,Chemery,13,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,41,COFIROUTE
EchA0085Pr184,2025-01-01,A0085,184,41,C,650.0,183890.0,606973.6,6691924.29,0.0,I,0,ACCROCHE,2003-12-12,Romorantin,14,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,41,COFIROUTE
EchA0085Pr206,2025-01-01,A0085,206,41,C,135.0,205350.0,627694.99,6688005.01,0.0,I,0,ACCROCHE,2001-10-31,Bifurcation A71 - A85,,4,BIFURCATION,N?ud autoroutier (Bifurcation),AUTRE,Autres formes,T,,41,COFIROUTE
EchA0086Pr63,2025-01-01,A0086,63,78,N,550.0,51586.0,638700.17,6853856.9,0.0,I,0,ACCROCHE,2011-01-16,Pont Colbert,,2,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,F,,78,COFIROUTE
EchA0086Pr70,2025-01-01,A0086,70,92,C,100.0,58136.0,637469.59,6859320.06,0.0,I,0,ACCROCHE,2011-01-16,Echangeur A86 - A13,,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,92,COFIROUTE
EchA0086Pr75,2025-01-01,A0086,75,92,C,100.0,63136.0,638169.0,6863916.87,0.0,I,0,ACCROCHE,2009-06-26,Echangeur de Rueil-Malmaison,,2,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,F,,92,COFIROUTE
EchangeurA0087Pr0,2025-01-01,A0087,0,49,C,190.0,190.0,434074.16,6705427.72,0.0,I,0,ACCROCHE,,Gatignolle,14,8,BIFURCATION,N?ud autoroutier (Bifurcation),AUTRE,Autres formes,T,,49,ASF
EchangeurA0087Pr1,2025-01-01,A0087,1,49,C,120.0,1120.0,433157.66,6705252.35,0.0,I,0,ACCROCHE,,La Singerie (Parc des Expositions),15,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,,49,ASF
EchangeurA0087Pr2,2025-01-01,A0087,2,49,C,480.0,2480.0,432041.87,6704475.96,0.0,I,0,ACCROCHE,,La Bouvinerie (Le Plessis Grammoire),16,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,,49,ASF
EchangeurA0087Pr3,2025-01-01,A0087,3,49,C,720.0,3720.0,431286.95,6703505.51,0.0,I,0,ACCROCHE,,RN347 (Saumur),17,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,49,ASF
EchangeurA0087Pr4,2025-01-01,A0087,4,49,C,640.0,4640.0,430853.91,6702695.91,0.0,I,0,ACCROCHE,,Le Hanipet (Angers Est),18a,5,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,,49,ASF
EchangeurA0087Pr5,2025-01-01,A0087,5,49,C,460.0,5460.0,430355.78,6702046.97,0.0,I,0,ACCROCHE,,Boulevard d?Orves (Angers Sud),18b,2,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,F,,49,ASF
EchangeurA0087Pr6,2025-01-01,A0087,6,49,C,140.0,6140.0,429905.84,6701537.57,0.0,I,0,ACCROCHE,,La Foucaudiere (Trelaze),19,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,49,ASF
EchangeurA0087Pr7,2025-01-01,A0087,7,49,C,230.0,7230.0,429314.83,6700623.79,0.0,I,0,ACCROCHE,,La Monnaie (Angers Centre),20,2,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,F,,49,ASF
EchangeurA0087Pr8,2025-01-01,A0087,8,49,C,70.0,8070.0,428852.46,6699923.63,0.0,I,0,ACCROCHE,,Sorges (Les Ponts de Ce) + Moulin de Marcille,21,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,,49,ASF
EchangeurA0087Pr9,2025-01-01,A0087,9,49,C,495.0,9495.0,428105.67,6698727.49,0.0,I,0,ACCROCHE,,Beaulieu-sur-Layon. (Thouarce),24,4,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,,49,ASF
EchangeurA0087Pr12,2025-01-01,A0087,12,49,C,510.0,12510.0,427521.4,6695772.28,0.0,I,0,ACCROCHE,,Haute-Perche (Brissac Quince),22,4,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,,49,ASF
EchangeurA0087Pr13,2025-01-01,A0087,13,49,C,430.0,13430.0,427317.49,6694877.57,0.0,I,0,ACCROCHE,,Grand ? Clos (Mur Erigne Centre),22.1,3,DIFFUSEUR,Diffuseur,LOSANGE,Losange,F,,49,ASF
EchangeurA0087Pr27,2025-01-01,A0087,27,49,C,735.0,27735.0,417837.23,6688803.85,0.0,I,0,ACCROCHE,,Chemille.,25,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,49,ASF
EchangeurA0087Pr47,2025-01-01,A0087,47,49,C,362.0,47362.0,409994.07,6672163.63,0.0,I,0,ACCROCHE,,Cholet Nord.,26,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,49,ASF
EchangeurA0087Pr56,2025-01-01,A0087,56,49,C,520.0,56520.0,405553.83,6664580.38,0.0,I,0,ACCROCHE,,Cholet Sud.,27,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,49,ASF
EchangeurA0087Pr68,2025-01-01,A0087,68,85,C,540.0,68540.0,397849.31,6656644.97,0.0,I,0,ACCROCHE,,Le Bocage (La Verrie),28,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,85,ASF
EchangeurA0087Pr76,2025-01-01,A0087,76,85,C,270.0,76270.0,391473.41,6652703.95,0.0,I,0,ACCROCHE,,Les Herbiers.,29,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,85,ASF
EchangeurA0087Pr92,2025-01-01,A0087,92,85,C,596.0,92596.0,379256.08,6642795.04,0.0,I,0,ACCROCHE,,Bifurcation A83/A87,,8,BIFURCATION,N?ud autoroutier (Bifurcation),TREFLE,Tr?fle,T,,85,ASF
EchangeurA0087Pr112,2025-01-01,A0087,112,85,C,762.0,112762.0,367376.87,6628074.62,0.0,I,0,ACCROCHE,,La Roche-sur-Yon Est.,30,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,85,ASF
EchangeurA0087Pr117,2025-01-01,A0087,117,85,C,906.0,117906.0,363704.8,6624636.04,0.0,I,0,ACCROCHE,,La Roche-sur-Yon Centre (route de Lucon),31,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,,85,ASF
EchangeurA0087Pr121,2025-01-01,A0087,121,85,C,347.0,121347.0,360655.43,6623744.42,0.0,I,0,ACCROCHE,,La Roche-sur-Yon Sud.,32,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,85,ASF
EchangeurA0087Pr127,2025-01-01,A0087,127,85,C,869.0,127869.0,354587.23,6625838.17,0.0,I,0,ACCROCHE,,La Roche-sur-Yon Ouest,33,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,85,ASF
FSR5wwyWXV_1,2025-01-01,A0088,0,61,C,900.0,900.0,492429.24,6841301.49,0.0,I,0,ACCROCHE,2010-01-01,Sees Nord,16,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,uniquement les 2 bretelles vers Falaise (Limite ALIS),61,ALICORNE
FSR5wwyWXV_2,2025-01-01,A0088,9,61,C,150.0,9150.0,484903.72,6843886.78,0.0,I,0,ACCROCHE,2010-01-01,Mortree,15,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,,61,ALICORNE
FSR5wwyWXV_3,2025-01-01,A0088,15,61,C,600.0,15600.0,479728.99,6847351.57,0.0,I,0,ACCROCHE,2010-01-01,Argentan Sud,14,2,DIFFUSEUR,Diffuseur,LOSANGE,Losange,F,Oriente vers Sees,61,ALICORNE
FSR5wwyWXV_4,2025-01-01,A0088,22,61,C,200.0,22200.0,475041.45,6851302.76,0.0,I,0,ACCROCHE,2010-01-01,Argentan Ouest,13,4,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,Demi-Trefle / Losange,61,ALICORNE
FSR5wwyWXV_5,2025-01-01,A0088,35,61,C,0.0,35000.0,469978.39,6862534.16,0.0,I,0,ACCROCHE,2010-01-01,Necy,12,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,61,ALICORNE
FSR5wwyWXV_6,2025-01-01,A0088,39,14,C,900.0,39900.0,466845.11,6866266.05,0.0,I,0,ACCROCHE,2010-01-01,Falaise Sud,11.1,2,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,F,Oriente vers Caen,14,ALICORNE
FSR5wwyWXV_7,2025-01-01,A0088,45,14,C,0.0,44776.0,463927.45,6870103.06,0.0,I,0,ACCROCHE,2010-01-01,Falaise Ouest,11,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,uniquement les 2 bretelles vers Sees (Limite DIRNO),14,ALICORNE
EchangeurA0089Pr18,2025-01-01,A0089,19,33,C,-215.0,170.0,440909.09,6424606.53,0.0,I,0,ACCROCHE,,Libourne ouest,9,2,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,F,,33,ASF
EchangeurA0089Pr29,2025-01-01,A0089,29,33,C,375.0,10760.0,444016.15,6434217.96,0.0,I,0,ACCROCHE,,Libourne Nord,10,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,33,ASF
EchangeurA0089Pr43,2025-01-01,A0089,43,33,C,460.0,24845.0,456176.94,6439237.13,0.0,I,0,ACCROCHE,,Coutras,11,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,33,ASF
EchangeurA0089Pr64,2025-01-01,A0089,64,24,C,275.0,45660.0,475668.63,6435566.04,0.0,I,0,ACCROCHE,,Montpon ? Menesterol,12,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,24,ASF
EchangeurA0089Pr83,2025-01-01,A0089,83,24,C,155.0,64540.0,493689.29,6438231.77,0.0,I,0,ACCROCHE,,Mussidan Sud,13,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,24,ASF
EchangeurA0089Pr90,2025-01-01,A0089,90,24,C,619.0,72004.0,498016.69,6444194.65,0.0,I,0,ACCROCHE,,Mussidan Est,13.1,2,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,F,,24,ASF
EchangeurA0089Pr102,2025-01-01,A0089,102,24,C,952.0,84337.0,507338.71,6452026.01,0.0,I,0,ACCROCHE,,Perigueux Ouest,14,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,,24,ASF
EchangeurA0089Pr116,2025-01-01,A0089,116,24,C,215.0,97600.0,519191.13,6451709.29,0.0,I,0,ACCROCHE,,Perigueux Sud,15,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,,24,ASF
EchangeurA0089Pr125,2025-01-01,A0089,125,24,C,185.0,106571.0,527367.91,6452222.33,0.0,I,0,ACCROCHE,,Perigueux Est,16,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,24,ASF
EchangeurA0089Pr157,2025-01-01,A0089,157,24,C,450.0,138836.0,556294.35,6451714.28,0.0,I,0,ACCROCHE,,Thenon (La Bachellerie),17,4,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,,24,ASF
