Aire,NomUsuel,Nature,GVO,Surface,Réseau,Axe
RRN C,ASF_A_491 - Aire de Saint-Christoly,R,ASF,42538.73878,C,A10
RRN C,Labouheyre Ouest,R,ATLANDES,67152.08575,C,A63
RRN C,ASF_A_406 - Aire de Gigean nord,R,ASF,13662.63682,C,A9
RRN C,ASF_A_492 - Cézac,R,ASF,42141.76187,C,A10
RRN C,Chanses,R,AREA,15819.54698,C,A48
RRN C,ASF_A_254 - Aire de Bras de Zil,R,ASF,23772.20416,C,A7
RRN C,ASF_A_389 - Aire de DonzÃ¨re,R,ASF,13665.90948,C,A7
RRN C,ASF_A_384 - Aire de Livron,R,ASF,21310.6403,C,A7
RRN C,ASF_A_383 - Aire de Bellevue,R,ASF,11700.83945,C,A7
RRN C,Bois de Frachere,R,APRR,33457.19778,C,A36
RRN C,Charly-Oradour,R,SANEF,7444.39277,C,A4
RRN C,ASF_A_376 - Aire de Lamanon,R,ASF,68132.17776,C,A7
RRN C,Chazey sur Ain,R,APRR,24956.13217,C,A42
RRN C,Brotteaux,R,APRR,19045.38311,C,A42
RRN C,ASF_A_359 - Aire de Milhaud Sud,R,ASF,7731.17044,C,A9
RRN C,ASF_A_358 - Aire de Milhaud Nord,R,ASF,42413.43706,C,A9
RRN C,ASF_A_385 - Aire de la Coucourde,R,ASF,119315.1388,C,A7
RRN C,ASF_A_390 - Aire de Pierrelatte,R,ASF,6348.35042,C,A7
RRN C,ASF_A_387 - Aire de Savasse,R,ASF,42739.44562,C,A7
RRN C,ASF_A_386 - Aire du Logis Neuf,R,ASF,46422.56875,C,A7
RRN C,ASF_A_388 - Aire du Roubion,R,ASF,49488.94215,C,A7
RRN C,Chagnats,R,COFIROUTE,18700.58691,C,A10
RRN C,Aire de Village Brule,R,COFIROUTE,13229.68902,C,A10
RRN C,ASF_A_657 - Aire des pierres dorées,R,ASF,105446.8737,C,A89
RRN C,Chamant Est,P,SANEF,7221.06258,C,A1
RRN C,Chamant Ouest,P,SANEF,4643.73538,C,A1
RRN C,Boitray,R,APRR,47561.41024,C,A6
RRN C,Combe Suzon,R,APRR,69000.83207,C,A31
RRN C,ASF_A_489 - Boisredon,R,ASF,25199.93653,C,A10
RRN C,Aire du B?arn Vert et Or,R,ALIENOR,44631.52162,C,A65
RRN C,Aire de la Garenne,R,APRR,22609.25288,C,A6
RRN C,ASF_A_407 - Aire de Gigean Sud,R,ASF,14214.62193,C,A9
RRN C,Beynost,P,APRR,10394.1327,C,A42
RRN C,ASF_A_458 - Aire de Borde Nord,R,ASF,8732.88898,C,A64
RRN C,ASF_A_457 - Aire de Bordes Sud,R,ASF,11183.3673,C,A64
RRN C,Bois de la Ronce,R,SANEF,16457.0189,C,A4
RRN C,GANAGOBIE EST,R,ESCOTA,24088.10896,C,A51
RRN C,GANAGOBIE OUEST,R,ESCOTA,25100.88739,C,A51
RRN C,Chatuzange Barrière Nord,P,AREA,8478.51389,C,A49
RRN C,Bois Defendu,R,APRR,32040.61994,C,A39
RRN C,Genetoy,R,APRR,11192.1595,C,A6
RRN C,ASF_A_481 - Aire de Port-d'Envaux Ouest,R,ASF,9604.73377,C,A10
RRN C,ASF_A_487 - Saint-Ciers Ouest,R,ASF,26205.7926,C,A10
RRN C,ASF_A_488 - Saint Cieres Est,R,ASF,18325.82902,C,A10
RRN C,ASF_A_450 - Aire d'Urrugne,R,ASF,75284.42172,C,A63
RRN C,Chapareillan,R,AREA,15546.0081,C,A41
RRN C,Aire de Villy le Pelloux,P,ADELAC,4227.8653,C,A41
RRN C,Flagey-Echezeaux,R,APRR,12294.08475,C,A31
RRN C,ASF_A_482 - Aire de Port-d'Envaux Est,R,ASF,4293.96763,C,A10
RRN C,Fleury,P,APRR,28421.09354,C,A6
RRN C,Gerzat-Ville,P,APRR,5235.61059,C,A71
RRN C,Aire de Sees Ouest,R,ALIS,9805.13206,C,A88
RRN C,FRONTONNAIS SUD,S,ASF,68441.40162,C,A62
RRN C,Le Centre de la France (Farges - Allichamps),S,APRR,102393.8036,C,A71
RRN C,Aire de Bonneville S2 92VL 15PL,S,ATMB,111973.3908,C,A40
RRN C,AUBIGNOSC EST,S,ESCOTA,25998.61299,C,A51
RRN C,AGEN PORTE D'AQUITAINE NORD,S,ASF,105581.9758,C,A62
RRN C,Chateauvillain-Val Marnay,R,APRR,34571.19546,C,A5
RRN C,SAINT LEGER EST,S,ASF,63833.42467,C,A10
RRN C,Le Poulet de Bresse ouest,S,APRR,97130.13434,C,A39
RRN C,Ecot Nord,R,APRR,78336.1919,C,A36
RRN C,Le Jura Est,S,APRR,131635.8816,C,A39
RRN C,Aie de la Parthenaise,S,ASF,46339.44709,C,A83
RRN C,MEILLAC,S,ASF,30160.70672,C,A10
RRN C,TERRES DE GRAVES NORD (Ex. LES LANDES NORD),S,ASF,58982.84354,C,A62
RRN C,MONTELIMAR EST,S,ASF,217049.0568,C,A7
RRN C,MONTELIMAR OUEST,S,ASF,243571.0111,C,A7
RRN C,PONT DE L'ISERE,S,ASF,60230.32549,C,A7
RRN C,ASF_A_441 - Aire de Cocumont Nord,R,ASF,15540.48495,C,A62
RRN C,ASF_A_225 - Aire du Bazadais Est,R,ASF,47172.30128,C,A62
RRN C,Le Chatelard,R,AREA,9894.15707,C,A48
RRN C,Montpertuis,R,APRR,35757.62246,C,A71
RRN C,Pessat Villeneuve,R,APRR,34285.1181,C,A71
RRN C,Onesse Laharie Ouest,R,ATLANDES,82664.96386,C,A63
RRN C,Schwindratzheim Sud,P,SANEF,8462.67071,C,A4
RRN C,ASF_A_441 - Aire de Cocumont Sud,R,ASF,13121.45788,C,A62
RRN C,Aire de Bazas,R,ALIENOR,27575.54131,C,A65
RRN C,Aire des Gravieres S2,S,ATMB,13241.11903,C,N205
RRN C,ESTEREL,S,ESCOTA,28773.47789,C,A8
RRN C,Aire du Boulet,R,APRR,22946.9217,C,A36
RRN C,La combe de Fougère,R,APRR,24723.47067,C,A36
RRN C,Grands Brocards,R,APRR,25351.90628,C,A36
RRN C,Aire de la Cote d'Azur,S,ESCOTA,27753.44391,C,A8
RRN C,ASF_A_367 - Caissargues Est (Nîmes Costières),R,ASF,47845.63402,C,A54
RRN C,ASF_A_367 - Aire de Caissargues Ouest,R,ASF,106594.4144,C,A54
RRN C,La Roche,R,APRR,30649.27389,C,A6
RRN C,Aire de Quincy - Les croquettes,R,COFIROUTE,71907.9953,C,A71
RRN C,La Grange Rouge,R,COFIROUTE,31647.1714,C,A85
RRN C,Creches,R,APRR,29208.15877,C,A6
RRN C,Les Sablons,R,APRR,20280.85381,C,A6
RRN C,Aire d'Onesse et Laharie Ouest,R,ATLANDES,77059.14245,C,A63
RRN C,ASF_A_374 - Aire de Sénas Est,R,ASF,4845.59693,C,A7
RRN C,ASF_A_374 - Aire de Sénas Ouest,R,ASF,5294.61102,C,A7
RRN C,ASF_A_372 - Aire de Cavaillon - Plan d'Orgon Est,R,ASF,5050.56727,C,A7
RRN C,ASF_A_373 - Aire de Cavaillon - Plan d'Orgon Oues,R,ASF,4488.53912,C,A7
RRN C,ASF_A_371 - Aire de Cabannes,R,ASF,7073.48727,C,A7
RRN C,PEYRUIS LES MEES,R,ESCOTA,20507.52732,C,A51
RRN C,Ponteray,R,AREA,12502.15126,C,A48
RRN C,SAULCE,S,ASF,62564.38954,C,A7
RRN C,Quatre-Vents,R,SANEF,9515.48076,C,A4
RRN C,La Vouivre,R,APRR,45611.45376,C,A39
RRN C,Schwindratzheim Nord,P,SANEF,982.2181,C,A4
RRN C,Aire de Jouques,R,ESCOTA,31088.8309,C,A51
RRN C,MEYRARGUES,R,ESCOTA,39993.45997,C,A51
RRN C,MANOSQUE,S,ESCOTA,79104.78424,C,A51
RRN C,VOLX,S,ESCOTA,44438.37195,C,A51
RRN C,Jarrier,R,COFIROUTE,27927.37922,C,A85
RRN C,LA LOIRE,S,ASF,215966.2118,C,A89
RRN C,Les Amarons,P,APRR,1004.44659,C,A714
RRN C,Reaumont,R,AREA,11516.42775,C,A48
RRN C,La Chaussee de Cesar,R,COFIROUTE,58013.09094,C,A71
RRN C,Aire de Bellevue,R,COFIROUTE,34101.06563,C,A10
RRN C,Heron Cendre,R,COFIROUTE,88321.07297,C,A10
RRN C,Plaines de Beauce,S,COFIROUTE,58917.98922,C,A10
RRN C,Pelousey,R,APRR,30597.11974,C,A36
RRN C,Ver-les-Chartres le Souchet,R,COFIROUTE,57213.91754,C,A11
RRN C,ASF_A_339 - Aire des SuchÃ¨res,R,ASF,23039.93577,C,A89
RRN C,Aire de Montmirail,R,COFIROUTE,19919.29059,C,A11
RRN C,Schalbach,R,SANEF,9534.4987,C,A4
RRN C,Katzenkopf,R,SANEF,8458.5529,C,A4
RRN C,Aire de la baie de La Ciotat LES PLAINES BARONNES,S,ESCOTA,65482.0141,C,A50
RRN C,Aire des Frères Lumière - LE LIOUQUET,S,ESCOTA,60883.90755,C,A50
RRN C,LIMAGNE,S,ASF,43446.42967,C,A89
RRN C,Aire de controle ADR de St. Michel de Maurienne,C,SFTRF,3928.51065,C,A43
RRN C,Les Meuniers,R,COFIROUTE,22631.51908,C,A10
RRN C,Fontaine Colette,S,COFIROUTE,71322.60764,C,A10
RRN C,Aire de Sainte-Maure de Touraine,S,COFIROUTE,97574.62487,C,A10
RRN C,Courte Epee,R,COFIROUTE,19228.13911,C,A10
RRN C,Picardiere,R,COFIROUTE,15902.20168,C,A10
RRN C,ASF_A_337 - Aire du Lac,R,ASF,29107.5388,C,A89
RRN C,ASF_A_336 - Aire des Pacages,R,ASF,39657.25281,C,A89
RRN C,ASF_A_335 - Aire du Branchillon,R,ASF,59337.76252,C,A89
RRN C,Patural,R,APRR,18726.05903,C,A6
RRN C,Fontenelle,R,APRR,35599.224,C,A31
RRN C,ASF_A_456 Morlaas Sud,R,ASF,20920.04549,C,A64
RRN C,HASTINGUES,S,ASF,30299.87687,C,A64
RRN C,Aire de la petite jardinière,R,COFIROUTE,40774.07252,C,A11
RRN C,Longeville-les-Saint-Avold Nord,S,SANEF,21530.92411,C,A4
RRN C,Magescq Ouest,R,ATLANDES,63866.17423,C,A63
RRN C,Magescq Est,R,ATLANDES,67144.6202,C,A63
RRN C,Sortie 24 - Chaumont Semoutiers,P,APRR,667.89428,C,A5
RRN C,la Villa des Tuillieres,R,APRR,50941.76084,C,A31
RRN C,Grand Chene,R,APRR,25246.8708,C,A31
RRN C,Val Au Renard,R,APRR,32928.59809,C,A31
RRN C,ASF_A_343 - Aire de Chante-Perdrix,R,ASF,18444.10442,C,A72
RRN C,ASF_A_486 - Saint Palais Ouest,R,ASF,12897.02196,C,A10
RRN C,ASF_A_485 - Saint Palais Est,R,ASF,32008.4,C,A10
RRN C,La Canarderie,R,COFIROUTE,21350.21976,C,A85
RRN C,Aire du Bois de Faix,R,COFIROUTE,15944.46647,C,A85
RRN C,ASF_A_453 - Aire de Magret,R,ASF,6123.0787,C,A64
RRN C,Les Marches,R,AREA,12891.56185,C,A41
RRN C,Boncourt le Bois,R,APRR,13782.0799,C,A31
RRN C,L'Epinotte,R,SANEF,26751.66405,C,A4
RRN C,Fontanelles,S,AREA,33135.18276,C,A41
RRN C,TREMENTINES,S,ASF,84262.39458,C,A87
RRN C,Val de Cher,S,COFIROUTE,98080.40446,C,A85
RRN C,Aire du pÃ©age de Gerzat Ouest,P,APRR,4470.05168,C,A71
RRN C,Aire du pÃ©age de Gerzat Est,P,APRR,2297.29764,C,A71
RRN C,Bourges,P,APRR,1397.1024,C,A71
RRN C,Beynost covoiturage,C,APRR,1986.99061,C,A42
RRN C,St Genix sur Guiers,P,AREA,2054.63504,C,A43
RRN C,POITOU-CHARENTES SUD,S,ASF,116236.7501,C,A10
RRN C,PORTES LES VALENCE OUEST,S,ASF,45104.34319,C,A7
RRN C,PORTES LES VALENCE EST,S,ASF,59457.61228,C,A7
RRN C,Aire de Bidart Ouest,S,ASF,41143.80617,C,A63
RRN C,Aire de Bidart Est,S,ASF,27349.68214,C,A63
RRN C,Dole,P,APRR,4924.63381,C,A36
RRN C,Boulay Sortie,P,SANEF,1173.97447,C,A4
RRN C,Dijon - Arc-sur-Tille,P,APRR,12556.26429,C,A31
RRN C,Myennes,P,APRR,5001.55359,C,A77
RRN C,Myennes,P,APRR,8438.25032,C,A77
RRN C,Saint Exupery,P,AREA,1954.0838,C,A432
RRN C,Bedun,P,APRR,6142.20569,C,A714
RRN C,Gannat Est,P,APRR,2186.35578,C,A719
RRN C,Gannat Ouest,P,APRR,2526.19986,C,A719
RRN C,Groissiat Est,P,APRR,2479.08378,C,A404
RRN C,Groissiat Ouest,P,APRR,2149.22484,C,A404
RRN C,Saint-Helene Barriere Sud,P,AREA,15919.99907,C,A430
RRN C,Saint-Helene Barriere Nord,P,AREA,7523.66267,C,A430
RRN C,Parking de l'Abbe Roland S1 (hors ATMB?),R,ATMB,9780.38226,C,N205
RRN C,Parking de la Pyramide S2,R,ATMB,1998.23341,C,N205
RRN C,Parking de la Moranche S2,R,ATMB,1560.67214,C,N205
RRN C,Aire du Chatelard S1 et S2,S,ATMB,10512.59364,C,N205
RRN C,Parking des Gures S2,R,ATMB,1338.88006,C,N205
RRN C,Aire de repos du Memorial S2,R,ATMB,4463.42936,C,N205
RRN C,Parc ? Grumes S1,R,ATMB,3780.40327,C,N205
RRN C,Myennes 1,P,APRR,2606.89558,C,A311
RRN C,Myennes 2,P,APRR,4262.71241,C,A311
RRN C,Dijon-Sud 3,P,APRR,10685.52135,C,A311
RRN C,Bersaillin Ouest,P,APRR,7975.20368,C,A391
RRN C,Bourneville Principale Est,P,SAPN,7607.98417,C,A131
RRN C,Bersaillin Est,P,APRR,11216.72984,C,A391
RRN C,Park+ - Sortie 6 - Langres-Sud,S,APRR,63229.57961,C,A31
RRN C,Crimolois Sud,P,APRR,7550.6426,C,A39
RRN C,Crimolois Nord,P,APRR,7487.58277,C,A39
RRN C,Fontaine,P,APRR,5312.59704,C,A36
RRN C,Zutkerque,R,SANEF,18403.92897,C,A26
RRN C,Aire des Sources de l'Orne sens 1,R,ALIS,22076.30037,C,A28
RRN C,Nortkerque,R,SANEF,17759.00201,C,A26
RRN C,Aire de la Mayenne,S,COFIROUTE,47780.70117,C,A81
RRN C,Aire de la Bruche,S,ARCOS,80605.00952,C,A0355
RRN C,Aire de Loisy,S,SANEF,18783.55029,NC,A31
RRN C,Aire de l'Obrion,S,SANEF,17729.01569,NC,A31
RRN C,AIRE DE SAINT-ELOI,S,SANEF,47722.635,NC,A25
RRN C,AIRE DE SAINT-LAURENT,S,SANEF,50024.51537,NC,A25
RRN C,AIRE DE LA SENTINELLE (Sud),S,SANEF,32203.05433,NC,A2
RRN C,AIRE DE LA SENTINELLE (Nord),S,SANEF,29403.22389,NC,A2
RRN C,Aire de S?r?zin,S,ASF,30671.38834,NC,A7
RRN C,AIRE DE PHALEMPIN - Est,S,SANEF,39992.96376,NC,A1
RRN C,Aire de Saint-R?my,S,SANEF,21332.92316,NC,A31
RRN C,Aire de la Maxe,S,SANEF,18883.58369,NC,A31
RRN C,la Courneuve Ouest,S,SANEF,9329.76693,NC,A1
RRN C,Aire des Chabauds,S,ASF,14254.65686,NC,A51
RRN C,Aire de la Champouse,S,ASF,20184.16864,NC,A51
RRN C,AIRE DE PHALEMPIN - Ouest,S,SANEF,42186.08492,NC,A1
RRN C,la Courneuve Est,S,SANEF,7154.30608,NC,A1
RRN C,Lisses,S,APRR,44850.67026,C,A6
RRN C,Villab?,S,APRR,35867.32609,C,A6
RRN C,Aire de Toul-Dommartin,S,APRR,84864.53663,C,A31
RRN C,Aire de Latitude 45,S,ASF,84445.86153,C,A7
RRN C,Aire du Bourbonnais,S,ALIAE,87319.47137,C,A79
RRN C,Aire du Loiret,S,ARCOUR,209105.5878,C,A19
RRN C,Saint Arnoult Ouest,P,COFIROUTE,29078.26207,C,A10
RRN C,Aire de Paisy,S,APRR,22886.24378,NC,M6
RRN C,Aire de RÃ©gulation de Passy - Le Fayet,S,ATMB,40231.50143,C,N205
RRN C,Chateauvillain - Orges,S,APRR,126432.6819,C,A5
RRN C,VILLAGE CATALAN OUEST,S,ASF,105214.3936,C,A9
RRN C,Chermignac Est,R,ASF,16117.34068,C,A10
RRN C,PECH MONTAT Flux 2,S,ASF,102433.2532,C,A20
RRN C,BOIS DE DOURRE Flux 1,S,ASF,67734.78018,C,A20
RRN C,Aire des Haras sens 1,R,ALIS,27604.03476,C,A28
RRN C,Le Poulet de Bresse Est,R,APRR,83632.19659,C,A39
RRN C,Le Jura Ouest,R,APRR,48635.41121,C,A39
RRN C,Aire du Pas d'Ouillier,R,ESCOTA,32457.97901,C,A50
RRN C,AUBIGNOSC OUEST,S,ESCOTA,31246.93921,C,A51
RRN C,AGEN PORTE D'AQUITAINE SUD,R,ASF,48453.21017,C,A62
RRN C,ASF_A_456 Morlaas Nord,R,ASF,14350.57945,C,A64
RRN C,ASF_A_460 lac Saint Martin,R,ASF,55273.35004,C,A64
RRN C,PIC DU MIDI SUD,S,ASF,89177.38719,C,A64
RRN C,Le Centre de la France (Bruere-Allichamps),R,APRR,106559.0793,C,A71
RRN C,Les Volcans d'Auvergne Est,S,APRR,88754.80795,C,A71
RRN C,Ecot Sud,S,APRR,81163.55841,C,A36
RRN C,Aire de Toul-Chaudeney,R,APRR,70424.19296,C,A31
RRN C,"Aire de service des Houches S1 13VL
",R,ATMB,8368.58146,C,N205
RRN C,Aire de repos de La Fontaine S1,R,ATMB,16335.63277,C,N205
RRN C,Cressange,R,ALIAE,18142.19692,C,A79
RRN C,Pierrefitte-sur-Loire,R,ALIAE,67287.47645,C,A79
RRN C,Pierrefitte-sur-Loire Nord,R,ALIAE,57537.96307,C,A79
RRN C,GARONNE,S,ASF,87693.72179,C,A62
RRN C,Comminges,S,ASF,80049.66803,C,A64
RRN C,Hastingues Nord,S,ASF,32945.26758,C,A64
RRN C,PYRENNEES SUD,S,ASF,57656.31368,C,A64
RRN C,Pays de Brive Nord,S,ASF,68322.23139,C,A89
RRN C,Aire du Freney,S,SFTRF,34738.28736,C,A43
RRN C,Fresnes Ouest,P,SANEF,55933.31755,C,A1
RRN C,Fresnes Est,P,SANEF,11183.6601,C,A1
RRN C,Fleury Est,P,APRR,4259.07088,C,A6
RRN C,Fontaine Nord,P,APRR,4733.852,C,A36
RRN C,Saint-Maurice Nord,P,APRR,2243.71023,C,A36
RRN C,Saint-Maurice Sud,P,APRR,3126.53167,C,A36
RRN C,Chambéry Nord,P,AREA,2060.26332,C,A43
RRN C,Chatuzange Barrière Sud,P,AREA,5593.02746,C,A49
RRN C,Crolles - Brignoud,P,AREA,4072.27844,C,A41
RRN C,Saint-Quentin Fallavier Nord,P,AREA,3725.651,C,A43
RRN C,Saint-Quentin Fallavier Sud,P,AREA,4209.71793,C,A43
RRN C,Voreppe Barrière,P,AREA,5070.94836,C,A48
RRN C,Bolleville Nord,S,SAPN,85053.83723,C,A29
RRN C,Aire de Dijon-Brognon,S,APRR,152844.7926,C,A31
