,id_station_itinerance,periode,occupe,hors_service,libre,nb_pdc,hs,inactif,sature,surcharge,actif,pleine_occ,state
252153,FRIOYP188,2025-08-31 12:45:00+00:00,3,0,3,6,False,False,False,False,True,False,3
252154,FRIOYP188,2025-08-31 12:50:00+00:00,3,0,3,6,False,False,False,False,True,False,3
252155,FRIOYP188,2025-08-31 12:55:00+00:00,4,0,2,6,False,False,False,False,True,False,3
252156,FRIOYP188,2025-08-31 13:00:00+00:00,6,0,0,6,False,False,True,False,False,True,5
252157,FRIOYP188,2025-08-31 13:05:00+00:00,6,0,0,6,False,False,True,False,False,True,5
252158,FRIOYP188,2025-08-31 13:10:00+00:00,5,0,1,6,False,False,False,True,False,True,4
252159,FRIOYP188,2025-08-31 13:15:00+00:00,5,0,1,6,False,False,False,True,False,True,4
252160,FRIOYP188,2025-08-31 13:20:00+00:00,5,0,1,6,False,False,False,True,False,True,4
252161,FRIOYP188,2025-08-31 13:25:00+00:00,6,0,0,6,False,False,True,False,False,True,5
252162,FRIOYP188,2025-08-31 13:30:00+00:00,4,0,2,6,False,False,False,False,True,False,3
252163,FRIOYP188,2025-08-31 13:35:00+00:00,5,0,1,6,False,False,False,True,False,False,4
252164,FRIOYP188,2025-08-31 13:40:00+00:00,5,0,1,6,False,False,False,True,False,False,4
252165,FRIOYP188,2025-08-31 13:45:00+00:00,5,0,1,6,False,False,False,True,False,False,4
252166,FRIOYP188,2025-08-31 13:50:00+00:00,5,0,1,6,False,False,False,True,False,False,4
252167,FRIOYP188,2025-08-31 13:55:00+00:00,1,0,5,6,False,False,False,False,True,False,3
